Limit_Bal,Gender,Education,Marriage,Age,Default_Payment,Avg_Repayment_Status,Max_Repayment_Status,Delayed_Months_Count,Med_Bill_Amount,Total_Bill_Amount,Med_Payment_Amount,Total_Payment_Amount,Payment_Ratio,Credit_Utilization_Ratio
110000,2,2,2,25,0,0.0,0,0,46487.5,339852,3000.0,16211,0.0477000350151389,3.089535549676821
80000,2,2,2,25,0,0.0,0,0,81327.0,487264,3085.5,18727,0.03843288559613352,6.090723865951675
50000,2,3,2,23,0,0.0,0,0,43835.5,210550,1376.0,8290,0.039372883529406176,4.210915781684366
130000,2,2,2,23,0,-0.8333333333333334,0,0,7473.5,53340,4058.5,39852,0.7471176018447349,0.41030453611895296
130000,2,1,2,24,0,-1.3333333333333333,-1,0,148.5,11350,0.0,4024,0.35450621090652806,0.08730702071522527
60000,2,2,2,24,1,0.0,0,0,25566.0,152508,1525.0,9274,0.06080952599518717,2.5417576373727107
140000,2,3,2,24,0,-2.0,-2,0,439.5,6507,541.0,7113,1.092962507682852,0.046478239441146846
110000,2,2,2,24,0,0.5,2,2,59185.0,352958,2000.0,11578,0.032802676798155024,3.2086799210916266
100000,2,2,2,24,1,0.8333333333333334,2,3,8695.5,51562,1300.0,7100,0.13769563446657487,0.5156148438515615
20000,2,2,1,24,0,-0.16666666666666666,0,0,9069.5,56139,922.0,4804,0.08557178482365514,2.806809659517024
90000,2,2,2,24,0,0.0,0,0,80846.0,436209,2250.0,17007,0.038988102060933956,4.846712814302063
50000,2,2,1,24,0,0.0,0,0,20665.5,167459,967.5,6513,0.038892869939089934,3.3491130177396453
30000,2,2,2,24,0,-0.16666666666666666,0,0,29122.5,154057,2908.5,41331,0.2682820755819237,5.135062164594514
130000,2,2,1,23,1,-1.0,-1,0,341.5,2448,93.0,1869,0.7631686402613311,0.018830624379812463
50000,2,2,2,26,0,-1.0,-1,0,390.0,4028,390.0,3638,0.9029535864978903,0.08055838883222335
80000,2,2,1,23,0,0.0,0,0,39771.0,231998,2041.5,13543,0.05837525161746387,2.8999387507656156
50000,2,2,2,23,0,-0.16666666666666666,0,0,24568.5,120656,1184.0,16702,0.13842545397283207,2.4130717385652285
130000,2,1,2,24,0,0.0,0,0,77958.0,466722,3500.0,28000,0.05999275801706794,3.5901416142952747
20000,2,1,2,24,0,-0.8333333333333334,0,0,526.0,4086,721.0,9347,2.287007585025691,0.20428978551072446
120000,2,1,2,24,0,-2.0,-2,0,0.0,1000,0.0,1000,0.999000999000999,0.008333263889467589
20000,2,2,2,24,0,1.1666666666666667,3,4,11030.5,54110,2511.5,21374,0.39500286448226796,2.705364731763412
80000,2,2,2,24,0,-0.16666666666666666,0,0,7416.0,43868,1250.0,8191,0.18671499236362807,0.5483431457106787
50000,2,1,2,24,0,0.0,0,0,34330.5,198184,4000.0,22216,0.11209728284178924,3.9636007279854404
100000,2,1,2,24,0,0.0,0,0,66454.0,405294,3000.0,17700,0.04367189331227871,4.05289947100529
70000,2,2,2,24,0,0.3333333333333333,2,1,19201.0,109473,3000.0,15100,0.13793229442607377,1.5638776588905874
90000,2,2,1,25,0,-0.3333333333333333,0,0,14818.0,141202,7650.0,150001,1.0623074580568401,1.5688936789591226
280000,2,2,2,25,0,-0.16666666666666666,2,2,2128.5,16270,390.0,171660,10.550058386085674,0.058106935332373814
400000,2,1,2,26,0,-0.16666666666666666,0,0,6596.5,38551,4018.0,23639,0.6131718198796431,0.09637725905685236
130000,2,3,2,26,0,0.0,0,0,114515.0,480693,5000.0,26000,0.054088463762809603,3.697610018384474
30000,2,4,2,22,1,-0.3333333333333333,0,0,19739.5,92688,520.0,4131,0.044568395386723345,3.0894970167661078
50000,2,3,2,23,1,0.6666666666666666,2,2,26106.0,153516,950.0,7814,0.05089990033677052,3.0702585948281036
80000,2,2,2,23,1,1.8333333333333333,2,6,23432.0,138844,750.0,6600,0.047535021066657066,1.7355283058961763
50000,2,3,2,22,0,1.0,2,3,19688.0,124562,771.0,5441,0.043680707754309066,2.491190176196476
10000,2,1,2,23,0,0.16666666666666666,2,3,3926.0,24072,600.0,4131,0.1716030407510489,2.406959304069593
90000,2,2,2,24,0,0.3333333333333333,2,1,81776.5,475131,3155.0,19187,0.040382462136837764,5.279174675836935
50000,2,1,2,24,1,1.5,3,4,10692.0,63458,1000.0,6200,0.09770087773207899,1.2691346173076539
100000,2,2,2,24,0,-1.3333333333333333,-1,0,3280.0,19630,3292.0,27923,1.4223931536854975,0.1962980370196298
90000,2,2,1,25,1,0.3333333333333333,2,1,86666.0,489952,3000.0,19900,0.04061614073186612,5.443850623881957
100000,2,1,2,25,0,0.0,0,0,32964.0,171712,2015.0,16030,0.09335344441014949,1.7171028289717103
310000,2,1,2,26,0,-2.0,-2,0,0.0,297,0.0,0,0.0,0.0009580614256083045
210000,2,1,2,26,0,0.5,2,2,4836.0,28188,1000.0,5606,0.19887190038667565,0.1342279322479417
340000,2,2,2,25,0,-2.0,-2,0,232.0,2337,234.0,2295,0.9816082121471343,0.0068735091955611895
30000,2,2,1,25,1,0.3333333333333333,2,1,18977.0,113486,1184.5,6719,0.05920501907707491,3.7827405753141563
70000,2,2,2,25,1,2.0,2,6,68726.5,415164,2926.0,14408,0.034704274204232055,5.93082955957772
450000,2,1,2,25,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
110000,2,1,2,26,0,0.0,0,0,77539.5,478632,2106.0,14817,0.030956912707648658,4.351160443995964
30000,2,2,1,26,0,-1.0,-1,0,3245.5,26718,2366.0,24975,0.9347280961113814,0.8905703143228559
10000,2,2,2,26,1,1.8333333333333333,2,6,7210.0,43048,269.5,3554,0.08255708611117564,4.304369563043696
50000,2,1,2,26,0,0.0,0,0,49579.0,247128,1755.0,54710,0.2213823549644113,4.9424611507769844
120000,2,1,2,27,0,-0.3333333333333333,0,0,23435.0,273140,13254.0,249858,0.9147583116412402,2.276147698769177
210000,2,1,2,27,0,0.0,0,0,65701.0,315379,2189.5,77744,0.24650897330204832,1.5017976104875692
260000,2,2,2,27,0,-2.0,-2,0,0.0,895,0.0,0,0.0,0.0034422944527136433
300000,2,1,2,27,0,0.0,0,0,179842.5,1067870,7000.0,57500,0.05384545511583328,3.559554801483995
160000,2,1,2,27,0,0.0,0,0,100882.0,606583,3865.5,23555,0.03883221449955818,3.791120055499653
30000,2,2,2,27,0,0.6666666666666666,2,2,11712.0,72258,1500.0,11000,0.1522301720200944,2.4085197160094665
120000,2,2,1,22,0,0.6666666666666666,2,2,95492.5,515170,1936.5,15471,0.03003080530542286,4.293047557937017
70000,2,2,2,23,0,0.0,0,0,66147.5,360240,2008.0,12247,0.033996685552172015,5.146212196968615
90000,2,1,2,23,0,-1.1666666666666667,-1,0,671.0,8592,255.0,5860,0.6819504247643431,0.0954656059377118
60000,2,2,2,24,0,0.0,0,0,58443.5,318071,2300.0,13608,0.04278276616615106,5.301094981750304
60000,2,1,2,24,0,0.0,0,0,21984.5,134911,1131.5,7081,0.05248606499051233,2.2484791920134666
50000,2,1,2,22,0,0.0,0,0,49664.0,267585,1408.0,8830,0.03299873685469344,5.351592968140637
100000,2,1,2,23,0,-0.8333333333333334,0,0,2481.0,17230,1881.0,10905,0.6328709883349777,0.17229827701722983
50000,2,2,1,24,0,0.0,0,0,32781.0,153951,1450.0,7900,0.05131469548950322,3.0789584208315834
20000,2,2,2,24,1,2.1666666666666665,3,6,322.0,1932,0.0,0,0.0,0.09659517024148792
80000,2,1,2,24,0,0.0,0,0,32634.0,193489,3000.0,22000,0.1137009664582149,2.4185822677216535
300000,2,4,2,26,0,-0.6666666666666666,0,0,55424.5,674459,13580.0,125439,0.18598434302997954,2.248189172702758
100000,2,2,2,23,0,-0.8333333333333334,0,0,8816.0,43294,5088.5,36507,0.8432151518651114,0.4329356706432936
140000,2,2,2,25,1,-0.5,0,0,93561.5,472049,3500.0,109057,0.23102849274441267,3.3717544874679466
80000,2,2,2,23,1,0.3333333333333333,2,1,40508.0,267770,2500.0,14139,0.052802581310149345,3.347083161460482
60000,2,3,2,23,0,0.0,0,0,30204.0,179970,2000.0,12430,0.0690666829655889,2.9994500091665137
230000,2,2,2,23,0,-0.6666666666666666,1,1,1720.5,13195,1720.5,13604,1.030918460139436,0.05736931578558354
120000,2,2,2,25,0,0.6666666666666666,2,2,50274.0,304862,2500.0,13600,0.044610201959568725,2.540495495870868
50000,2,1,2,23,0,0.3333333333333333,2,1,48452.0,293930,1753.0,11909,0.04051631165137396,5.878482430351393
60000,2,1,2,24,0,0.0,0,0,59607.0,355926,2275.0,14245,0.04002225175387088,5.9320011333144445
50000,2,2,2,24,0,-1.1666666666666667,0,0,25540.0,175508,1137.5,27985,0.15945051250933,3.510089798204036
210000,2,2,1,25,0,0.0,0,0,10331.5,62964,1161.0,7508,0.11924084809020885,0.2998271436802682
90000,2,2,2,23,0,0.0,0,0,13206.5,75092,1086.5,6205,0.08263087105322733,0.8343462850412773
20000,2,1,2,24,0,0.0,0,0,19348.0,116475,1150.0,6533,0.05608880799478004,5.823458827058647
130000,2,2,2,22,0,0.0,0,0,10064.5,86165,2006.0,12098,0.1404034073764594,0.6628025938262013
20000,2,2,2,22,0,0.0,0,0,18218.0,108952,1250.0,8200,0.07526181013831652,5.447327633618319
90000,2,2,2,24,0,0.0,0,0,9740.5,58165,1110.0,7760,0.1334112711893546,0.6462705969933668
30000,2,1,2,23,0,-0.8333333333333334,0,0,19967.5,113419,9682.0,79488,0.7008287779932992,3.780507316422786
30000,2,2,1,23,0,0.0,0,0,27426.0,134353,1819.0,15441,0.11492772824032035,4.478284057198094
150000,2,2,2,24,0,-1.1666666666666667,1,1,0.0,4000,1000.0,6000,1.4996250937265683,0.026666488890074065
20000,2,1,2,24,1,0.0,0,0,21713.5,129657,1400.0,9083,0.0700535254284348,6.482525873706314
80000,2,3,1,25,0,0.0,0,0,59251.5,342788,2067.5,12435,0.0362759598470196,4.2847964400444996
40000,2,2,2,25,0,0.3333333333333333,2,1,37033.0,219159,1338.0,9582,0.04372148202226684,5.478838029049274
240000,2,1,2,27,0,-1.3333333333333333,-1,0,3454.5,-3498,3454.5,82654,-23.635687732342006,-0.01457493927108637
100000,2,4,2,27,0,0.0,0,0,54775.0,386897,1808.5,10438,0.026978686889050862,3.868931310686893
100000,2,1,2,30,0,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
150000,2,3,2,25,0,-2.0,-2,0,0.0,3725,0.0,3725,0.9997316156736447,0.024833167778881473
270000,2,2,2,25,0,0.0,0,0,25023.5,147788,1165.5,7025,0.047533984261345565,0.5473609357002381
400000,2,2,2,24,0,0.0,0,0,36362.5,207452,1195.5,8003,0.03857741271516922,0.5186287034282414
50000,2,1,2,25,0,0.0,0,0,27608.0,180323,1400.0,8800,0.04880104700428118,3.6063878722425553
80000,2,1,2,25,0,-0.5,2,2,0.0,518,0.0,0,0.0,0.006474919063511706
20000,2,2,2,25,0,0.0,0,0,6906.5,42661,1250.0,8406,0.19703717594111855,2.1329433528323585
240000,2,3,2,25,0,-0.8333333333333334,0,0,99040.0,610356,88730.0,521842,0.8549783159691787,2.5431394035858186
70000,2,2,2,25,1,1.0,2,3,21578.0,129321,1490.0,7480,0.05784012001051639,1.8474164654790646
50000,2,2,2,26,0,0.3333333333333333,2,1,22520.5,144098,593.5,4653,0.03229030041846231,2.881902361952761
70000,2,1,2,23,0,0.0,0,0,34391.5,207732,1313.0,8158,0.03927156494153553,2.9675576063199096
170000,2,4,2,24,0,-1.0,0,0,39181.5,263690,1137.0,123129,0.4669442643093621,1.5511085228910417
110000,2,3,2,26,0,1.0,3,3,110504.0,550267,3000.0,16400,0.029803659307828186,5.002381796529122
100000,2,1,1,26,0,0.0,0,0,94690.0,474632,3515.0,61652,0.1298940444511865,4.746272537274627
10000,2,1,2,23,1,1.1666666666666667,3,3,8458.0,49981,479.5,4012,0.08026889680284903,4.997600239976002
230000,2,2,2,23,0,2.0,3,6,17798.5,113453,11.0,38866,0.3425705572302431,0.49327176838361575
230000,2,2,2,23,0,-0.8333333333333334,0,0,8634.0,46301,1244.5,30002,0.6479633709127035,0.20130782040078088
60000,2,2,1,23,0,-0.5,0,0,27057.0,154066,2750.0,21299,0.1382450492318277,2.567723871268812
50000,2,3,2,23,0,0.3333333333333333,2,1,17646.5,105540,1794.5,11153,0.10567457196729234,2.1107577848443033
110000,2,1,2,23,0,0.0,0,0,60301.5,359869,5000.0,27707,0.0769916914441326,3.271506622667067
180000,2,3,2,42,0,0.0,0,0,92747.5,547894,5005.5,65522,0.11958860730614443,3.043838645340859
80000,2,2,2,24,0,-0.8333333333333334,0,0,3390.0,25282,2917.0,24896,0.9846932721591584,0.3160210497368783
30000,2,2,2,24,1,1.8333333333333333,2,6,27331.5,160876,1100.0,8100,0.050349024409952946,5.362354588180394
50000,2,3,2,24,0,0.5,2,2,43702.0,242381,1053.0,7613,0.03140909803533266,4.847523049539009
190000,2,1,2,26,0,0.0,1,1,1663.5,13626,1129.0,8583,0.6298524987157849,0.07171541202414725
120000,2,2,2,26,0,0.3333333333333333,2,1,64435.5,364276,2090.5,11884,0.03262352550394343,3.035608036599695
30000,2,2,1,21,0,0.0,0,0,28706.5,157509,1115.0,7203,0.04573042981398007,5.250124995833472
20000,2,2,2,21,0,0.0,0,0,15705.0,93212,1408.5,8249,0.0884962397948784,4.660366981650918
60000,2,1,2,22,0,0.0,0,0,56751.0,287250,1250.0,10290,0.03582232960024508,4.787420209663172
20000,2,1,2,22,0,0.0,0,0,18045.5,107306,980.5,7358,0.06856961801187247,5.365031748412579
50000,2,2,2,23,1,-0.16666666666666666,0,0,47769.0,281391,2334.0,29298,0.10411809859555353,5.627707445851083
30000,2,3,2,26,0,1.1666666666666667,3,3,25922.5,155533,1275.0,5550,0.035683516144380006,5.184260524649178
150000,2,2,2,27,0,0.0,0,0,58264.0,342227,2005.0,14010,0.0409376205336793,2.2814981233458442
50000,2,1,2,22,1,0.6666666666666666,2,2,43505.5,244387,1008.0,6474,0.026490662389315352,4.887642247155057
210000,2,2,2,26,0,0.0,0,0,168667.0,971163,10000.0,60000,0.061781532264375535,4.624563692553845
130000,2,3,1,25,0,-0.16666666666666666,0,0,23639.5,118597,1474.0,7843,0.06613096342265468,0.9122775978646318
50000,2,2,1,26,0,-1.5,1,1,0.0,-69777,0.0,70000,-1.0032102728731942,-1.3955120897582047
200000,2,1,2,26,0,-0.16666666666666666,0,0,22740.5,141404,2120.5,28072,0.1985219758848697,0.7070164649176754
180000,2,1,1,26,0,-1.0,-1,0,5962.0,56543,5978.0,54615,0.965884974533107,0.31412603263315203
190000,2,1,2,26,1,0.0,0,0,164636.0,873862,9500.0,51093,0.05846797495717292,4.599249477634328
160000,2,3,2,24,0,0.0,0,0,133163.5,772827,4876.5,28523,0.03690730667108334,4.83013856163399
130000,2,1,2,23,0,-0.8333333333333334,0,0,9230.5,55286,4340.0,39721,0.7184509920957911,0.42527365174114046
50000,2,1,2,23,0,-2.0,-2,0,0.0,307,0.0,0,0.0,0.006139877202455951
30000,2,3,1,21,0,0.3333333333333333,2,1,25319.5,135853,950.5,5734,0.042207075242539784,4.5282823905869805
20000,2,1,2,23,0,-0.16666666666666666,0,0,7153.5,42912,3514.5,26543,0.6185305152284856,2.1454927253637317
110000,2,2,2,23,0,0.0,0,0,24735.5,147379,1383.0,79024,0.536192156330574,1.3397969109371732
50000,2,3,2,24,1,0.3333333333333333,2,1,55529.0,269902,1750.0,13404,0.04966228608055487,5.397932041359173
50000,2,1,2,24,1,1.3333333333333333,2,4,43783.0,259844,1396.5,7929,0.03051434509034232,5.19677606447871
80000,2,2,2,23,0,-0.16666666666666666,0,0,80642.0,471784,2794.0,96884,0.20535625337812774,5.897226284671442
20000,2,2,1,24,1,0.6666666666666666,2,2,19224.5,113816,1306.5,7272,0.06389203721763884,5.690515474226289
20000,2,2,1,24,0,-0.5,0,0,4065.5,34411,1421.0,7978,0.23183773102406138,1.72046397680116
150000,2,1,2,23,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
50000,2,1,2,23,0,0.0,0,0,35278.5,187098,1174.5,7015,0.03749351947364764,3.741885162296754
20000,2,1,2,24,0,0.0,2,1,5145.5,27636,1389.0,14366,0.5198103991026523,1.3817309134543272
130000,2,1,1,23,0,-0.16666666666666666,2,2,25862.5,267131,12902.0,82416,0.30852162975607567,2.054838039707387
130000,2,2,2,25,0,-1.0,-1,0,396.0,5619,396.0,2376,0.42277580071174375,0.04322274444042738
60000,2,2,2,24,0,0.0,0,0,29715.0,210736,1642.5,9243,0.043860356747984455,3.512208129864502
110000,2,2,2,24,0,-0.6666666666666666,0,0,1845.5,14146,1570.5,10055,0.7107513960557008,0.1285988309197189
80000,2,2,2,22,0,-0.16666666666666666,2,3,0.0,14369,0.0,0,0.0,0.1796102548718141
50000,2,1,2,24,0,0.0,0,0,36526.0,194821,1814.0,14333,0.07356972005215016,3.8963420731585368
80000,2,2,2,24,0,0.0,0,0,74428.0,383630,1768.5,14137,0.03685051520862496,4.795315058561768
150000,2,1,2,24,0,-2.0,-2,0,5916.0,36086,6840.5,37946,1.0515143957657882,0.2405717295218032
50000,2,1,2,24,0,1.1666666666666667,2,4,51005.0,305422,2050.0,10100,0.03306889134086169,6.108317833643327
270000,2,2,1,25,0,0.0,0,0,163472.0,995331,5163.0,31546,0.03169394734621212,3.6863974577871934
180000,2,1,2,23,0,0.0,0,0,5923.0,34437,2507.5,13829,0.4015622277716476,0.1913156038022011
80000,2,1,2,24,0,-2.0,-2,0,832.5,12376,832.5,12389,1.000969540276319,0.15469806627417157
50000,2,2,2,24,1,0.0,0,0,48536.0,213529,1878.5,49969,0.23401395588441906,4.270494590108198
210000,2,2,2,24,1,-1.1666666666666667,-1,0,558.0,10075,150.0,9076,0.9007542675664947,0.04797596201922848
90000,2,2,2,24,0,0.3333333333333333,2,1,16914.0,99345,1600.0,9955,0.10020534294284622,1.1038210686547927
130000,2,1,2,24,0,0.0,2,1,670.0,18100,0.0,6225,0.34390365173194853,0.1392296982330905
60000,2,2,2,24,0,-2.0,-2,0,3063.5,45882,239.5,40234,0.8768825055031275,0.7646872552124131
320000,2,1,2,24,0,0.0,0,0,68802.5,402410,4501.0,36002,0.08946574522068233,1.2575273202271242
130000,2,1,2,25,0,-0.6666666666666666,1,1,652.0,4922,652.0,5334,1.0834856794637415,0.037861247221175225
180000,2,2,2,25,0,0.0,0,0,127375.0,795460,10012.0,137974,0.17345162113541707,4.419197671124049
100000,2,3,2,25,0,0.0,0,0,78583.0,367482,4023.0,24298,0.06612006541799212,3.674783252167478
80000,2,2,2,25,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
90000,2,4,2,25,1,-1.3333333333333333,-1,0,499.0,7394,0.0,5998,0.8110885733603787,0.08215464272619193
310000,2,1,2,25,0,0.0,0,0,146756.5,883811,4750.0,28000,0.03168094572148828,2.850994029051519
360000,2,2,2,25,0,-0.6666666666666666,2,2,-40.0,2607,8.5,1250,0.47929447852760737,0.007241646550981803
180000,2,1,2,26,0,0.0,0,0,50300.5,310580,2115.0,12630,0.0406657200537058,1.7254348586952295
40000,2,1,2,24,0,-2.0,-2,0,5399.5,31905,6074.5,35048,1.0984767755281137,0.7976050598735032
20000,2,1,2,24,1,0.5,2,2,10895.0,65922,3000.0,30614,0.46439027350090256,3.295935203239838
90000,2,2,1,24,0,0.3333333333333333,2,1,80008.5,464855,3300.0,36087,0.07763049202333626,5.164998166687036
210000,2,2,2,25,0,-0.5,0,0,35663.0,231850,2993.5,102686,0.4428965154344816,1.1040423617030395
180000,2,2,2,25,0,-0.5,0,0,851.0,16058,175.5,3351,0.20866803661498226,0.08921061549658058
220000,2,2,2,25,1,0.3333333333333333,2,1,33627.0,225397,1550.0,9087,0.0403153532861871,1.0245271612401763
150000,2,1,2,25,0,0.0,0,0,154405.0,925898,5716.0,34235,0.03697487522937167,6.17261218258545
50000,2,2,2,25,0,-0.6666666666666666,0,0,5000.0,48074,0.0,2340,0.048673946957878314,0.9614607707845844
20000,2,1,2,25,1,-0.6666666666666666,1,1,9940.5,56037,1185.0,37738,0.6734358827938185,2.8017099145042748
130000,2,1,2,25,0,0.0,0,0,50044.5,305373,5000.0,30000,0.09824019071695692,2.3490050076537874
200000,2,1,2,25,0,-1.1666666666666667,0,0,55573.0,346916,5071.5,128131,0.36934194634451467,1.7345713271433643
320000,2,3,2,25,0,0.0,0,0,69252.5,414445,2728.5,16371,0.03950092412521776,1.2951365776981947
90000,2,2,2,25,0,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
160000,2,2,1,25,1,-0.6666666666666666,0,0,9438.0,69364,6953.5,46742,0.6738556909104015,0.43352229048568447
210000,2,1,1,26,0,0.3333333333333333,2,3,4373.0,26258,2708.0,16053,0.6113332571689707,0.12503749982142942
360000,2,1,2,26,0,-2.0,-2,0,224.0,14939,226.0,16197,1.084136546184739,0.04149710695248069
220000,2,2,2,26,1,1.3333333333333333,2,4,80702.0,486039,1225.0,10576,0.021759525964941157,2.2092581397357285
200000,2,1,2,25,0,-1.3333333333333333,1,1,1823.0,11318,1726.5,9949,0.8789645728421238,0.056589717051414745
60000,2,4,2,27,0,0.0,0,0,177652.5,981457,5331.0,47521,0.048418781038006724,16.35734404426593
30000,2,2,2,24,0,0.0,0,0,28116.5,133185,1219.5,30217,0.22687820041145465,4.43935202159928
50000,2,3,1,24,0,0.0,0,0,49170.0,217895,935.0,5866,0.026921099974299666,4.357812843743125
90000,2,1,2,25,0,0.0,0,0,15686.0,94286,2000.0,18000,0.19090648763880494,1.0476105821046433
110000,2,2,2,25,0,0.0,0,0,40646.5,243586,1850.0,11400,0.046800527121726526,2.21439805092681
140000,2,2,2,25,0,0.0,0,0,123327.5,682241,4623.0,28006,0.04104995001773564,4.8731151920343425
200000,2,2,2,25,0,-1.0,-1,0,1579.5,13560,1300.0,12374,0.9124695818892412,0.06779966100169499
30000,2,2,2,25,0,0.0,0,0,27402.5,159011,1563.5,9127,0.05739818378487158,5.300189993666878
50000,2,1,2,25,0,-1.0,-1,0,3121.5,38642,3307.0,83401,2.1582434076029293,0.7728245435091298
50000,2,1,2,25,1,2.1666666666666665,3,6,43726.0,261455,1850.0,11300,0.04321950920996267,5.228995420091598
50000,2,1,2,25,0,-0.16666666666666666,0,0,8422.5,49063,5500.0,32181,0.6558984183923039,0.9812403751924962
80000,2,3,1,24,0,-0.5,2,1,1303.5,8751,767.0,6786,0.7753656307129799,0.10938613267334159
240000,2,4,2,25,0,0.0,0,0,22196.0,109574,3292.5,17585,0.16048368697239335,0.45655643101487076
120000,2,3,2,25,1,0.0,0,0,104583.0,612912,4000.0,23342,0.03808370845454412,5.107557437021359
200000,2,1,2,26,0,-2.0,-2,0,6397.5,77083,7574.5,79437,1.0305251414041825,0.38541307293463534
140000,2,1,2,26,0,-1.3333333333333333,0,0,0.0,21688,0.0,0,0.0,0.1549131791915772
360000,2,2,2,26,0,0.0,0,0,18016.5,93784,1000.0,4618,0.04924028362744575,0.2605103874711459
70000,2,2,1,26,0,0.0,0,0,44835.0,268765,1739.5,11636,0.04329416667286785,3.8394451507835603
170000,2,2,2,26,1,0.6666666666666666,2,2,116453.5,695400,4600.0,28492,0.040972043468444824,4.090564173151923
140000,2,3,2,26,1,0.3333333333333333,2,1,142776.0,855244,5350.5,32001,0.037417348245239665,6.108842079699431
20000,2,2,2,24,1,2.5,3,6,19884.0,117952,850.0,5700,0.04832433257314354,5.897305134743263
50000,2,1,2,24,0,0.3333333333333333,2,1,15677.5,92000,1243.0,5957,0.06474929620330214,1.8399632007359852
110000,2,1,2,25,0,0.0,0,0,75342.5,468994,2750.0,16213,0.03456966492180087,4.263543058699466
180000,2,2,2,26,0,-1.1666666666666667,1,1,0.0,1000,0.0,1000,0.999000999000999,0.005555524691529492
90000,2,2,2,25,1,0.3333333333333333,2,1,80693.5,482773,3450.0,21105,0.04371610732972364,5.364084843501739
120000,2,1,2,26,0,0.0,0,0,75597.5,441432,4021.0,20829,0.047184963516547246,3.678569345255456
140000,2,1,2,26,0,0.0,0,0,57964.0,346894,2022.0,12355,0.035615964484930596,2.4777965871672345
290000,2,2,1,26,1,0.0,0,0,133523.5,895931,4500.0,26774,0.02988396440801311,3.089406588253144
310000,2,1,2,26,0,0.8333333333333334,2,3,7618.0,38481,650.0,11200,0.2910451639727665,0.12413185763916891
30000,2,1,2,27,0,0.0,0,0,10067.0,61031,3000.0,15000,0.24577270939834842,2.0342988567047766
200000,2,1,1,25,0,-1.6666666666666667,-1,0,0.0,927,0.0,151,0.1627155172413793,0.004634976825115875
180000,2,3,2,26,0,0.3333333333333333,2,3,1594.5,7620,0.0,2703,0.3546778637974019,0.042333098149454726
120000,2,2,1,24,0,0.0,0,0,12545.5,131279,3000.0,16207,0.12345368677635588,1.0939825501454155
290000,2,1,2,25,0,-0.5,0,0,15706.0,97727,10199.5,72997,0.7469404878847413,0.33698849314312707
90000,2,3,2,26,0,0.0,0,0,22744.0,184291,2000.0,95000,0.5154862934907647,2.047655026055266
260000,2,1,2,26,0,0.0,0,0,148740.0,896185,6750.0,42100,0.04697685525103048,3.4468521274918174
230000,2,1,2,26,0,-0.6666666666666666,0,0,12860.5,61241,750.0,20185,0.3295940694294765,0.2662640597214795
270000,2,1,2,27,0,0.0,2,2,2287.0,20411,788.5,13943,0.6830785812267294,0.0755960163110507
280000,2,2,2,29,0,-0.8333333333333334,0,0,6807.5,41815,2853.0,24958,0.5968528792806581,0.14933875236159871
110000,2,2,2,27,1,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
60000,2,1,2,27,0,0.0,2,1,6544.0,37136,3.5,12576,0.33863801599482996,0.6189230179497008
70000,2,1,2,27,0,0.0,0,0,65851.0,399158,2500.0,15800,0.03958322372788788,5.702175683204525
100000,2,2,1,27,1,0.6666666666666666,2,2,85423.0,523018,3214.5,19729,0.03772138297079074,5.230127698723013
140000,2,2,1,27,0,0.0,0,0,125240.5,722133,5000.0,35000,0.04846745894806227,5.1580560138856155
50000,2,2,1,22,1,0.0,0,0,34541.5,174639,1275.0,7886,0.04515574896930829,3.492710145797084
80000,2,1,2,23,0,0.0,0,0,63428.0,349517,1671.5,11428,0.03269645626262453,4.368907888651392
40000,2,4,1,24,0,0.0,0,0,40527.0,241676,1550.0,9880,0.040881010605063786,6.041748956276093
140000,2,2,2,24,1,0.0,0,0,121709.0,711420,4007.5,27048,0.038019681735568675,5.081535131891915
200000,2,2,2,24,0,-0.3333333333333333,0,0,19828.0,85968,1165.0,6642,0.077260407821424,0.42983785081074594
50000,2,2,2,24,0,2.0,3,6,18506.5,110111,1000.0,7000,0.06357163615228131,2.2021759564808705
80000,2,2,2,24,0,-0.3333333333333333,0,0,14446.5,168870,1500.0,97547,0.5776421055124917,2.11084861439232
270000,2,2,1,26,0,-0.16666666666666666,0,0,12143.5,100366,2143.5,120177,1.1973756314326423,0.3717245491683364
70000,2,2,1,27,1,0.0,0,0,69507.0,418069,2550.0,15550,0.03719472815557203,5.972328966729047
200000,2,1,2,25,0,-0.16666666666666666,0,0,18404.0,142903,2257.0,77579,0.5428749370206573,0.7145114274428628
170000,2,2,2,25,1,0.0,0,0,24902.0,149483,2500.0,17895,0.1197118086216585,0.8793065923141629
420000,2,2,2,25,0,0.0,0,0,25353.0,151392,1633.5,10302,0.06804806034625115,0.36045628462789375
50000,2,1,2,26,1,1.3333333333333333,2,4,29903.5,175845,2000.0,9500,0.05402454420345075,3.5168296634067318
140000,2,2,2,27,0,0.0,0,0,92122.5,590536,3563.0,22047,0.037333816509380446,4.218084156541739
130000,2,1,2,27,0,-0.16666666666666666,0,0,24141.5,166258,8000.0,72048,0.43334796913249807,1.2788978546318874
